Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-abh9,randomiser-stbs,order-rli1,order-ey94,order-zozi,order-ehv4,branch-bm4f,branch-kt5o,Randomise questionnaire elements?,Question Key,Response
8,1.69121E+12,5/8/2023 5:08,1.69121E+12,5.5,5/8/2023 10:38,140076,1,questionnaire-ob8q,,31063141,BLIND,9209811,,complete,osdnom,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1366x768,1686x773,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,device,1
9,1.69121E+12,5/8/2023 5:08,1.69121E+12,5.5,5/8/2023 10:38,140076,1,questionnaire-ob8q,,31063141,BLIND,9209811,,complete,osdnom,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1366x768,1686x773,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,consent,1
10,1.69121E+12,5/8/2023 5:08,1.69121E+12,5.5,5/8/2023 10:38,140076,1,questionnaire-ob8q,,31063141,BLIND,9209811,,complete,osdnom,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1366x768,1686x773,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,END QUESTIONNAIRE,58432
1,1.69121E+12,5/8/2023 5:08,1.69121E+12,-4,5/8/2023 1:08,140076,1,questionnaire-ob8q,,31063157,BLIND,9209815,,complete,kmzwjg,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1463x823,1464x702,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69121E+12,5/8/2023 5:09,1.69121E+12,-4,5/8/2023 1:09,140076,1,questionnaire-ob8q,,31063157,BLIND,9209815,,complete,kmzwjg,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1463x823,1447x702,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Age,32
3,1.69121E+12,5/8/2023 5:09,1.69121E+12,-4,5/8/2023 1:09,140076,1,questionnaire-ob8q,,31063157,BLIND,9209815,,complete,kmzwjg,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1463x823,1447x702,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Age-quantised,16
4,1.69121E+12,5/8/2023 5:09,1.69121E+12,-4,5/8/2023 1:09,140076,1,questionnaire-ob8q,,31063157,BLIND,9209815,,complete,kmzwjg,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1463x823,1447x702,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Gender,Male
5,1.69121E+12,5/8/2023 5:09,1.69121E+12,-4,5/8/2023 1:09,140076,1,questionnaire-ob8q,,31063157,BLIND,9209815,,complete,kmzwjg,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1463x823,1447x702,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Gender-quantised,1
6,1.69121E+12,5/8/2023 5:09,1.69121E+12,-4,5/8/2023 1:09,140076,1,questionnaire-ob8q,,31063157,BLIND,9209815,,complete,kmzwjg,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1463x823,1447x702,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Gender-text,
7,1.69121E+12,5/8/2023 5:09,1.69121E+12,-4,5/8/2023 1:09,140076,1,questionnaire-ob8q,,31063157,BLIND,9209815,,complete,kmzwjg,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1463x823,1447x702,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,seizures,1
8,1.69121E+12,5/8/2023 5:09,1.69121E+12,-4,5/8/2023 1:09,140076,1,questionnaire-ob8q,,31063157,BLIND,9209815,,complete,kmzwjg,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1463x823,1447x702,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,device,1
9,1.69121E+12,5/8/2023 5:09,1.69121E+12,-4,5/8/2023 1:09,140076,1,questionnaire-ob8q,,31063157,BLIND,9209815,,complete,kmzwjg,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1463x823,1447x702,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,consent,1
10,1.69121E+12,5/8/2023 5:09,1.69121E+12,-4,5/8/2023 1:09,140076,1,questionnaire-ob8q,,31063157,BLIND,9209815,,complete,kmzwjg,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1463x823,1447x702,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,END QUESTIONNAIRE,26487
1,1.69271E+12,22/8/2023 12:29,1.69271E+12,-4,22/8/2023 8:29,140076,1,questionnaire-ob8q,,31282800,BLIND,9273336,,complete,zxaezo,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1366x768,1366x619,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,ABC,,,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69271E+12,22/8/2023 12:30,1.69271E+12,-4,22/8/2023 8:30,140076,1,questionnaire-ob8q,,31282800,BLIND,9273336,,complete,zxaezo,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1366x768,1349x619,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,ABC,,,elimination correct,distraction correct,No,Age,37
3,1.69271E+12,22/8/2023 12:30,1.69271E+12,-4,22/8/2023 8:30,140076,1,questionnaire-ob8q,,31282800,BLIND,9273336,,complete,zxaezo,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1366x768,1349x619,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,ABC,,,elimination correct,distraction correct,No,Age-quantised,21
4,1.69271E+12,22/8/2023 12:30,1.69271E+12,-4,22/8/2023 8:30,140076,1,questionnaire-ob8q,,31282800,BLIND,9273336,,complete,zxaezo,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1366x768,1349x619,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,ABC,,,elimination correct,distraction correct,No,Gender,Male
5,1.69271E+12,22/8/2023 12:30,1.69271E+12,-4,22/8/2023 8:30,140076,1,questionnaire-ob8q,,31282800,BLIND,9273336,,complete,zxaezo,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1366x768,1349x619,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,ABC,,,elimination correct,distraction correct,No,Gender-quantised,1
6,1.69271E+12,22/8/2023 12:30,1.69271E+12,-4,22/8/2023 8:30,140076,1,questionnaire-ob8q,,31282800,BLIND,9273336,,complete,zxaezo,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1366x768,1349x619,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,ABC,,,elimination correct,distraction correct,No,Gender-text,
7,1.69271E+12,22/8/2023 12:30,1.69271E+12,-4,22/8/2023 8:30,140076,1,questionnaire-ob8q,,31282800,BLIND,9273336,,complete,zxaezo,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1366x768,1349x619,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,ABC,,,elimination correct,distraction correct,No,seizures,1
8,1.69271E+12,22/8/2023 12:30,1.69271E+12,-4,22/8/2023 8:30,140076,1,questionnaire-ob8q,,31282800,BLIND,9273336,,complete,zxaezo,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1366x768,1349x619,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,ABC,,,elimination correct,distraction correct,No,device,1
9,1.69271E+12,22/8/2023 12:30,1.69271E+12,-4,22/8/2023 8:30,140076,1,questionnaire-ob8q,,31282800,BLIND,9273336,,complete,zxaezo,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1366x768,1349x619,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,ABC,,,elimination correct,distraction correct,No,consent,1
10,1.69271E+12,22/8/2023 12:30,1.69271E+12,-4,22/8/2023 8:30,140076,1,questionnaire-ob8q,,31282800,BLIND,9273336,,complete,zxaezo,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1366x768,1349x619,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,ABC,,,elimination correct,distraction correct,No,END QUESTIONNAIRE,32699
1,1.69271E+12,22/8/2023 12:31,1.69271E+12,-7,22/8/2023 5:31,140076,1,questionnaire-ob8q,,31282832,BLIND,9273342,,complete,fohjcy,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 115.0.0.0,1536x864,794x714,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,ABC,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69271E+12,22/8/2023 12:31,1.69271E+12,-7,22/8/2023 5:31,140076,1,questionnaire-ob8q,,31282832,BLIND,9273342,,complete,fohjcy,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 115.0.0.0,1536x864,794x714,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,ABC,elimination correct,distraction correct,No,Age,38
3,1.69271E+12,22/8/2023 12:31,1.69271E+12,-7,22/8/2023 5:31,140076,1,questionnaire-ob8q,,31282832,BLIND,9273342,,complete,fohjcy,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 115.0.0.0,1536x864,794x714,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,ABC,elimination correct,distraction correct,No,Age-quantised,22
4,1.69271E+12,22/8/2023 12:31,1.69271E+12,-7,22/8/2023 5:31,140076,1,questionnaire-ob8q,,31282832,BLIND,9273342,,complete,fohjcy,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 115.0.0.0,1536x864,794x714,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,ABC,elimination correct,distraction correct,No,Gender,Female
5,1.69271E+12,22/8/2023 12:31,1.69271E+12,-7,22/8/2023 5:31,140076,1,questionnaire-ob8q,,31282832,BLIND,9273342,,complete,fohjcy,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 115.0.0.0,1536x864,794x714,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,ABC,elimination correct,distraction correct,No,Gender-quantised,2
6,1.69271E+12,22/8/2023 12:31,1.69271E+12,-7,22/8/2023 5:31,140076,1,questionnaire-ob8q,,31282832,BLIND,9273342,,complete,fohjcy,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 115.0.0.0,1536x864,794x714,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,ABC,elimination correct,distraction correct,No,Gender-text,
7,1.69271E+12,22/8/2023 12:31,1.69271E+12,-7,22/8/2023 5:31,140076,1,questionnaire-ob8q,,31282832,BLIND,9273342,,complete,fohjcy,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 115.0.0.0,1536x864,794x714,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,ABC,elimination correct,distraction correct,No,seizures,1
8,1.69271E+12,22/8/2023 12:31,1.69271E+12,-7,22/8/2023 5:31,140076,1,questionnaire-ob8q,,31282832,BLIND,9273342,,complete,fohjcy,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 115.0.0.0,1536x864,794x714,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,ABC,elimination correct,distraction correct,No,device,1
9,1.69271E+12,22/8/2023 12:31,1.69271E+12,-7,22/8/2023 5:31,140076,1,questionnaire-ob8q,,31282832,BLIND,9273342,,complete,fohjcy,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 115.0.0.0,1536x864,794x714,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,ABC,elimination correct,distraction correct,No,consent,1
10,1.69271E+12,22/8/2023 12:31,1.69271E+12,-7,22/8/2023 5:31,140076,1,questionnaire-ob8q,,31282832,BLIND,9273342,,complete,fohjcy,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 115.0.0.0,1536x864,794x714,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,ABC,elimination correct,distraction correct,No,END QUESTIONNAIRE,21616
1,1.69271E+12,22/8/2023 12:47,1.69271E+12,-4,22/8/2023 8:47,140076,1,questionnaire-ob8q,,31283139,BLIND,9273420,,complete,meqpow,,computer,Desktop or Laptop,Linux x86_64,Chrome 108.0.0.0,1920x1080,1398x877,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69271E+12,22/8/2023 12:47,1.69271E+12,-4,22/8/2023 8:47,140076,1,questionnaire-ob8q,,31283139,BLIND,9273420,,complete,meqpow,,computer,Desktop or Laptop,Linux x86_64,Chrome 108.0.0.0,1920x1080,1383x877,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,Age,41
3,1.69271E+12,22/8/2023 12:47,1.69271E+12,-4,22/8/2023 8:47,140076,1,questionnaire-ob8q,,31283139,BLIND,9273420,,complete,meqpow,,computer,Desktop or Laptop,Linux x86_64,Chrome 108.0.0.0,1920x1080,1383x877,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,Age-quantised,25
4,1.69271E+12,22/8/2023 12:47,1.69271E+12,-4,22/8/2023 8:47,140076,1,questionnaire-ob8q,,31283139,BLIND,9273420,,complete,meqpow,,computer,Desktop or Laptop,Linux x86_64,Chrome 108.0.0.0,1920x1080,1383x877,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,Gender,Male
5,1.69271E+12,22/8/2023 12:47,1.69271E+12,-4,22/8/2023 8:47,140076,1,questionnaire-ob8q,,31283139,BLIND,9273420,,complete,meqpow,,computer,Desktop or Laptop,Linux x86_64,Chrome 108.0.0.0,1920x1080,1383x877,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,Gender-quantised,1
6,1.69271E+12,22/8/2023 12:47,1.69271E+12,-4,22/8/2023 8:47,140076,1,questionnaire-ob8q,,31283139,BLIND,9273420,,complete,meqpow,,computer,Desktop or Laptop,Linux x86_64,Chrome 108.0.0.0,1920x1080,1383x877,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,Gender-text,
7,1.69271E+12,22/8/2023 12:47,1.69271E+12,-4,22/8/2023 8:47,140076,1,questionnaire-ob8q,,31283139,BLIND,9273420,,complete,meqpow,,computer,Desktop or Laptop,Linux x86_64,Chrome 108.0.0.0,1920x1080,1383x877,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,seizures,1
8,1.69271E+12,22/8/2023 12:47,1.69271E+12,-4,22/8/2023 8:47,140076,1,questionnaire-ob8q,,31283139,BLIND,9273420,,complete,meqpow,,computer,Desktop or Laptop,Linux x86_64,Chrome 108.0.0.0,1920x1080,1383x877,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,device,1
9,1.69271E+12,22/8/2023 12:47,1.69271E+12,-4,22/8/2023 8:47,140076,1,questionnaire-ob8q,,31283139,BLIND,9273420,,complete,meqpow,,computer,Desktop or Laptop,Linux x86_64,Chrome 108.0.0.0,1920x1080,1383x877,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,consent,1
10,1.69271E+12,22/8/2023 12:47,1.69271E+12,-4,22/8/2023 8:47,140076,1,questionnaire-ob8q,,31283139,BLIND,9273420,,complete,meqpow,,computer,Desktop or Laptop,Linux x86_64,Chrome 108.0.0.0,1920x1080,1383x877,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,END QUESTIONNAIRE,24916
1,1.69273E+12,22/8/2023 18:20,1.69273E+12,-4,22/8/2023 14:20,140076,1,questionnaire-ob8q,,31296615,BLIND,9275475,,complete,vnmivo,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1536x715,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,CAB,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69273E+12,22/8/2023 18:21,1.69273E+12,-4,22/8/2023 14:21,140076,1,questionnaire-ob8q,,31296615,BLIND,9275475,,complete,vnmivo,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1519x715,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,CAB,elimination correct,distraction correct,No,Age,34
3,1.69273E+12,22/8/2023 18:21,1.69273E+12,-4,22/8/2023 14:21,140076,1,questionnaire-ob8q,,31296615,BLIND,9275475,,complete,vnmivo,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1519x715,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,CAB,elimination correct,distraction correct,No,Age-quantised,18
4,1.69273E+12,22/8/2023 18:21,1.69273E+12,-4,22/8/2023 14:21,140076,1,questionnaire-ob8q,,31296615,BLIND,9275475,,complete,vnmivo,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1519x715,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,CAB,elimination correct,distraction correct,No,Gender,Male
5,1.69273E+12,22/8/2023 18:21,1.69273E+12,-4,22/8/2023 14:21,140076,1,questionnaire-ob8q,,31296615,BLIND,9275475,,complete,vnmivo,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1519x715,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,CAB,elimination correct,distraction correct,No,Gender-quantised,1
6,1.69273E+12,22/8/2023 18:21,1.69273E+12,-4,22/8/2023 14:21,140076,1,questionnaire-ob8q,,31296615,BLIND,9275475,,complete,vnmivo,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1519x715,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,CAB,elimination correct,distraction correct,No,Gender-text,
7,1.69273E+12,22/8/2023 18:21,1.69273E+12,-4,22/8/2023 14:21,140076,1,questionnaire-ob8q,,31296615,BLIND,9275475,,complete,vnmivo,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1519x715,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,CAB,elimination correct,distraction correct,No,seizures,1
8,1.69273E+12,22/8/2023 18:21,1.69273E+12,-4,22/8/2023 14:21,140076,1,questionnaire-ob8q,,31296615,BLIND,9275475,,complete,vnmivo,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1519x715,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,CAB,elimination correct,distraction correct,No,device,1
9,1.69273E+12,22/8/2023 18:21,1.69273E+12,-4,22/8/2023 14:21,140076,1,questionnaire-ob8q,,31296615,BLIND,9275475,,complete,vnmivo,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1519x715,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,CAB,elimination correct,distraction correct,No,consent,1
10,1.69273E+12,22/8/2023 18:21,1.69273E+12,-4,22/8/2023 14:21,140076,1,questionnaire-ob8q,,31296615,BLIND,9275475,,complete,vnmivo,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1536x864,1519x715,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,CAB,elimination correct,distraction correct,No,END QUESTIONNAIRE,22565
1,1.69273E+12,22/8/2023 17:27,1.69273E+12,-5,22/8/2023 12:27,140076,1,questionnaire-ob8q,,31293087,BLIND,9275181,,complete,xoogjb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1920x941,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,BCA,,,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69273E+12,22/8/2023 17:28,1.69273E+12,-5,22/8/2023 12:28,140076,1,questionnaire-ob8q,,31293087,BLIND,9275181,,complete,xoogjb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1903x941,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,BCA,,,elimination correct,distraction correct,No,Age,42
3,1.69273E+12,22/8/2023 17:28,1.69273E+12,-5,22/8/2023 12:28,140076,1,questionnaire-ob8q,,31293087,BLIND,9275181,,complete,xoogjb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1903x941,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,BCA,,,elimination correct,distraction correct,No,Age-quantised,26
4,1.69273E+12,22/8/2023 17:28,1.69273E+12,-5,22/8/2023 12:28,140076,1,questionnaire-ob8q,,31293087,BLIND,9275181,,complete,xoogjb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1903x941,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,BCA,,,elimination correct,distraction correct,No,Gender,Male
5,1.69273E+12,22/8/2023 17:28,1.69273E+12,-5,22/8/2023 12:28,140076,1,questionnaire-ob8q,,31293087,BLIND,9275181,,complete,xoogjb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1903x941,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,BCA,,,elimination correct,distraction correct,No,Gender-quantised,1
6,1.69273E+12,22/8/2023 17:28,1.69273E+12,-5,22/8/2023 12:28,140076,1,questionnaire-ob8q,,31293087,BLIND,9275181,,complete,xoogjb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1903x941,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,BCA,,,elimination correct,distraction correct,No,Gender-text,
7,1.69273E+12,22/8/2023 17:28,1.69273E+12,-5,22/8/2023 12:28,140076,1,questionnaire-ob8q,,31293087,BLIND,9275181,,complete,xoogjb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1903x941,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,BCA,,,elimination correct,distraction correct,No,seizures,1
8,1.69273E+12,22/8/2023 17:28,1.69273E+12,-5,22/8/2023 12:28,140076,1,questionnaire-ob8q,,31293087,BLIND,9275181,,complete,xoogjb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1903x941,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,BCA,,,elimination correct,distraction correct,No,device,1
9,1.69273E+12,22/8/2023 17:28,1.69273E+12,-5,22/8/2023 12:28,140076,1,questionnaire-ob8q,,31293087,BLIND,9275181,,complete,xoogjb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1903x941,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,BCA,,,elimination correct,distraction correct,No,consent,1
10,1.69273E+12,22/8/2023 17:28,1.69273E+12,-5,22/8/2023 12:28,140076,1,questionnaire-ob8q,,31293087,BLIND,9275181,,complete,xoogjb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1903x941,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,BCA,,,elimination correct,distraction correct,No,END QUESTIONNAIRE,22083
1,1.69272E+12,22/8/2023 14:57,1.69272E+12,-4,22/8/2023 10:57,140076,1,questionnaire-ob8q,,31286156,BLIND,9274195,,complete,rsaccw,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1280x720,1233x537,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,BCA,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69272E+12,22/8/2023 14:58,1.69272E+12,-4,22/8/2023 10:58,140076,1,questionnaire-ob8q,,31286156,BLIND,9274195,,complete,rsaccw,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1280x720,1217x537,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,BCA,elimination correct,distraction correct,No,Age,43
3,1.69272E+12,22/8/2023 14:58,1.69272E+12,-4,22/8/2023 10:58,140076,1,questionnaire-ob8q,,31286156,BLIND,9274195,,complete,rsaccw,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1280x720,1217x537,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,BCA,elimination correct,distraction correct,No,Age-quantised,27
4,1.69272E+12,22/8/2023 14:58,1.69272E+12,-4,22/8/2023 10:58,140076,1,questionnaire-ob8q,,31286156,BLIND,9274195,,complete,rsaccw,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1280x720,1217x537,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,BCA,elimination correct,distraction correct,No,Gender,Female
5,1.69272E+12,22/8/2023 14:58,1.69272E+12,-4,22/8/2023 10:58,140076,1,questionnaire-ob8q,,31286156,BLIND,9274195,,complete,rsaccw,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1280x720,1217x537,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,BCA,elimination correct,distraction correct,No,Gender-quantised,2
