Event Index,UTC Timestamp,Local Timestamp,Local Timezone,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-sece,branch-52yw,branch-k19s,randomiser-ilmk,order-cg81,order-f5ck,order-w8r4,order-mnhh,order-lgbu,order-f4f2,order-cdib,order-v22n,order-zlxs,order-flk3,order-e65y,order-6gm2,Randomise questionnaire elements?,Question Key,Response
1,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20463248,a8igdjjc,6067676,,complete,nbgwwl,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 98.0.4758.109,1440x900,1200x650,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20463248,a8igdjjc,6067676,,complete,nbgwwl,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 98.0.4758.109,1440x900,1185x650,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,Age,35
3,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20463248,a8igdjjc,6067676,,complete,nbgwwl,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 98.0.4758.109,1440x900,1185x650,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,Age-quantised,19
4,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20463248,a8igdjjc,6067676,,complete,nbgwwl,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 98.0.4758.109,1440x900,1185x650,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,Gender,Male
5,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20463248,a8igdjjc,6067676,,complete,nbgwwl,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 98.0.4758.109,1440x900,1185x650,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,Gender-quantised,1
6,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20463248,a8igdjjc,6067676,,complete,nbgwwl,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 98.0.4758.109,1440x900,1185x650,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,Gender-text,
7,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20463248,a8igdjjc,6067676,,complete,nbgwwl,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 98.0.4758.109,1440x900,1185x650,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,seizures,1
8,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20463248,a8igdjjc,6067676,,complete,nbgwwl,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 98.0.4758.109,1440x900,1185x650,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,device,1
9,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20463248,a8igdjjc,6067676,,complete,nbgwwl,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 98.0.4758.109,1440x900,1185x650,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,consent,1
10,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20463248,a8igdjjc,6067676,,complete,nbgwwl,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 98.0.4758.109,1440x900,1185x650,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,END QUESTIONNAIRE,12903
1,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20463289,nmhfxud4,6067686,,complete,atfdjg,,computer,Desktop or Laptop,Windows 7,Chrome 99.0.4844.74,1024x768,1024x695,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,BEGIN QUESTIONNAIRE,
2,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20463289,nmhfxud4,6067686,,complete,atfdjg,,computer,Desktop or Laptop,Windows 7,Chrome 99.0.4844.74,1024x768,1007x695,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Age,29
3,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20463289,nmhfxud4,6067686,,complete,atfdjg,,computer,Desktop or Laptop,Windows 7,Chrome 99.0.4844.74,1024x768,1007x695,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Age-quantised,13
4,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20463289,nmhfxud4,6067686,,complete,atfdjg,,computer,Desktop or Laptop,Windows 7,Chrome 99.0.4844.74,1024x768,1007x695,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Gender,Male
5,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20463289,nmhfxud4,6067686,,complete,atfdjg,,computer,Desktop or Laptop,Windows 7,Chrome 99.0.4844.74,1024x768,1007x695,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Gender-quantised,1
6,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20463289,nmhfxud4,6067686,,complete,atfdjg,,computer,Desktop or Laptop,Windows 7,Chrome 99.0.4844.74,1024x768,1007x695,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Gender-text,
7,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20463289,nmhfxud4,6067686,,complete,atfdjg,,computer,Desktop or Laptop,Windows 7,Chrome 99.0.4844.74,1024x768,1007x695,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,seizures,1
8,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20463289,nmhfxud4,6067686,,complete,atfdjg,,computer,Desktop or Laptop,Windows 7,Chrome 99.0.4844.74,1024x768,1007x695,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,device,1
9,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20463289,nmhfxud4,6067686,,complete,atfdjg,,computer,Desktop or Laptop,Windows 7,Chrome 99.0.4844.74,1024x768,1007x695,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,consent,1
10,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20463289,nmhfxud4,6067686,,complete,atfdjg,,computer,Desktop or Laptop,Windows 7,Chrome 99.0.4844.74,1024x768,1007x695,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,END QUESTIONNAIRE,32087
1,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20463363,hpy1qpqq,6067702,,complete,gofrme,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1600x900,1470x797,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,BEGIN QUESTIONNAIRE,
2,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20463363,hpy1qpqq,6067702,,complete,gofrme,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1600x900,1453x797,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,Age,41
3,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20463363,hpy1qpqq,6067702,,complete,gofrme,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1600x900,1453x797,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,Age-quantised,25
4,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20463363,hpy1qpqq,6067702,,complete,gofrme,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1600x900,1453x797,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,Gender,Male
5,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20463363,hpy1qpqq,6067702,,complete,gofrme,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1600x900,1453x797,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,Gender-quantised,1
6,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20463363,hpy1qpqq,6067702,,complete,gofrme,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1600x900,1453x797,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,Gender-text,
7,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20463363,hpy1qpqq,6067702,,complete,gofrme,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1600x900,1453x797,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,seizures,1
8,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20463363,hpy1qpqq,6067702,,complete,gofrme,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1600x900,1453x797,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,device,1
9,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20463363,hpy1qpqq,6067702,,complete,gofrme,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1600x900,1453x797,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,consent,1
10,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20463363,hpy1qpqq,6067702,,complete,gofrme,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1600x900,1453x797,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,END QUESTIONNAIRE,17964
1,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20463379,ccjqy53i,6067705,,complete,euxezd,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1920x880,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,BEGIN QUESTIONNAIRE,
2,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20463379,ccjqy53i,6067705,,complete,euxezd,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x880,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,Age,38
3,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20463379,ccjqy53i,6067705,,complete,euxezd,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x880,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,Age-quantised,22
4,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20463379,ccjqy53i,6067705,,complete,euxezd,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x880,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,Gender,Male
5,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20463379,ccjqy53i,6067705,,complete,euxezd,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x880,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,Gender-quantised,1
6,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20463379,ccjqy53i,6067705,,complete,euxezd,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x880,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,Gender-text,
7,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20463379,ccjqy53i,6067705,,complete,euxezd,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x880,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,seizures,1
8,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20463379,ccjqy53i,6067705,,complete,euxezd,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x880,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,device,1
9,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20463379,ccjqy53i,6067705,,complete,euxezd,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x880,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,consent,1
10,1.65E+12,1.65E+12,-5,82781,2,questionnaire-5uc8,,20463379,ccjqy53i,6067705,,complete,euxezd,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x880,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,END QUESTIONNAIRE,8932
1,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20463494,7glwnufh,6067740,,complete,ehrhmc,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.74,1920x1080,1920x937,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,BEGIN QUESTIONNAIRE,
2,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20463494,7glwnufh,6067740,,complete,ehrhmc,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.74,1920x1080,1903x937,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,Age,43
3,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20463494,7glwnufh,6067740,,complete,ehrhmc,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.74,1920x1080,1903x937,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,Age-quantised,27
4,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20463494,7glwnufh,6067740,,complete,ehrhmc,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.74,1920x1080,1903x937,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,Gender,Male
5,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20463494,7glwnufh,6067740,,complete,ehrhmc,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.74,1920x1080,1903x937,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,Gender-quantised,1
6,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20463494,7glwnufh,6067740,,complete,ehrhmc,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.74,1920x1080,1903x937,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,Gender-text,
7,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20463494,7glwnufh,6067740,,complete,ehrhmc,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.74,1920x1080,1903x937,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,seizures,1
8,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20463494,7glwnufh,6067740,,complete,ehrhmc,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.74,1920x1080,1903x937,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,device,1
9,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20463494,7glwnufh,6067740,,complete,ehrhmc,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.74,1920x1080,1903x937,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,consent,1
10,1.65E+12,1.65E+12,-4,82781,2,questionnaire-5uc8,,20463494,7glwnufh,6067740,,complete,ehrhmc,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.74,1920x1080,1903x937,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,BA,,BA,No,END QUESTIONNAIRE,10616
1,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20463567,slupa3j1,6067764,,complete,inlkri,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.74,1600x900,1600x767,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,AB,,No,BEGIN QUESTIONNAIRE,
2,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20463567,slupa3j1,6067764,,complete,inlkri,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.74,1600x900,1583x767,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,AB,,No,Age,42
3,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20463567,slupa3j1,6067764,,complete,inlkri,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.74,1600x900,1583x767,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,AB,,No,Age-quantised,26
4,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20463567,slupa3j1,6067764,,complete,inlkri,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.74,1600x900,1583x767,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,AB,,No,Gender,Male
5,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20463567,slupa3j1,6067764,,complete,inlkri,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.74,1600x900,1583x767,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,AB,,No,Gender-quantised,1
6,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20463567,slupa3j1,6067764,,complete,inlkri,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.74,1600x900,1583x767,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,AB,,No,Gender-text,
7,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20463567,slupa3j1,6067764,,complete,inlkri,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.74,1600x900,1583x767,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,AB,,No,seizures,1
8,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20463567,slupa3j1,6067764,,complete,inlkri,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.74,1600x900,1583x767,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,AB,,No,device,1
9,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20463567,slupa3j1,6067764,,complete,inlkri,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.74,1600x900,1583x767,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,AB,,No,consent,1
10,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20463567,slupa3j1,6067764,,complete,inlkri,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.74,1600x900,1583x767,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,BA,,AB,,No,END QUESTIONNAIRE,19937
1,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20463889,ij9sxa3f,6067865,,complete,hgpuhu,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1920x947,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20463889,ij9sxa3f,6067865,,complete,hgpuhu,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x947,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,Age,48
3,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20463889,ij9sxa3f,6067865,,complete,hgpuhu,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x947,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,Age-quantised,32
4,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20463889,ij9sxa3f,6067865,,complete,hgpuhu,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x947,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,Gender,Female
5,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20463889,ij9sxa3f,6067865,,complete,hgpuhu,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x947,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,Gender-quantised,2
6,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20463889,ij9sxa3f,6067865,,complete,hgpuhu,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x947,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,Gender-text,
7,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20463889,ij9sxa3f,6067865,,complete,hgpuhu,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x947,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,seizures,1
8,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20463889,ij9sxa3f,6067865,,complete,hgpuhu,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x947,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,device,1
9,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20463889,ij9sxa3f,6067865,,complete,hgpuhu,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x947,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,consent,1
10,1.65E+12,1.65E+12,-7,82781,2,questionnaire-5uc8,,20463889,ij9sxa3f,6067865,,complete,hgpuhu,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1080,1903x947,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,END QUESTIONNAIRE,29660
1,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20464164,z2oklr66,6067920,,complete,qktuae,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1360x768,1236x568,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,BEGIN QUESTIONNAIRE,
2,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20464164,z2oklr66,6067920,,complete,qktuae,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1360x768,1221x568,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Age,34
3,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20464164,z2oklr66,6067920,,complete,qktuae,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1360x768,1221x568,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Age-quantised,18
4,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20464164,z2oklr66,6067920,,complete,qktuae,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1360x768,1221x568,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Gender,Male
5,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20464164,z2oklr66,6067920,,complete,qktuae,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1360x768,1221x568,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Gender-quantised,1
6,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20464164,z2oklr66,6067920,,complete,qktuae,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1360x768,1221x568,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,Gender-text,
7,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20464164,z2oklr66,6067920,,complete,qktuae,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1360x768,1221x568,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,seizures,1
8,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20464164,z2oklr66,6067920,,complete,qktuae,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1360x768,1221x568,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,device,1
9,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20464164,z2oklr66,6067920,,complete,qktuae,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1360x768,1221x568,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,consent,1
10,1.65E+12,1.65E+12,5.5,82781,2,questionnaire-5uc8,,20464164,z2oklr66,6067920,,complete,qktuae,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1360x768,1221x568,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,BA,BA,,,,,No,END QUESTIONNAIRE,77887
