Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-sece,branch-52yw,branch-k19s,randomiser-ilmk,order-m4rv,order-wv65,order-bghl,order-cmad,order-hx15,order-ruel,order-l9vk,order-3qaf,order-35li,order-w9rh,order-x3wb,order-5k8v,order-2shc,order-q5m5,order-6g8p,order-ct7p,order-pqmi,order-jj8y,Randomise questionnaire elements?,Question Key,Response
7,1.63826E+12,30/11/2021 8:15,1.63826E+12,-5,30/11/2021 3:15,60751,15,questionnaire-bi31,,17579081,5191080,,complete,,,computer,Desktop or Laptop,Chromium OS 14150.87.0,Chrome 94.0.4606.124,1517x853,1518x782,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,consent,1
8,1.63826E+12,30/11/2021 8:15,1.63826E+12,-5,30/11/2021 3:15,60751,15,questionnaire-bi31,,17579081,5191080,,complete,,,computer,Desktop or Laptop,Chromium OS 14150.87.0,Chrome 94.0.4606.124,1517x853,1518x782,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,END QUESTIONNAIRE,21811
1,1.63825E+12,30/11/2021 6:26,1.63825E+12,-5,30/11/2021 1:26,60751,15,questionnaire-bi31,,17577046,5190863,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.5,Chrome 95.0.4638.69,1440x900,1440x732,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,CAB,ABC,,,,,,CAB,,,No,BEGIN QUESTIONNAIRE,
2,1.63825E+12,30/11/2021 6:27,1.63825E+12,-5,30/11/2021 1:27,60751,15,questionnaire-bi31,,17577046,5190863,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.5,Chrome 95.0.4638.69,1440x900,1440x732,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,CAB,ABC,,,,,,CAB,,,No,Age,18
3,1.63825E+12,30/11/2021 6:27,1.63825E+12,-5,30/11/2021 1:27,60751,15,questionnaire-bi31,,17577046,5190863,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.5,Chrome 95.0.4638.69,1440x900,1440x732,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,CAB,ABC,,,,,,CAB,,,No,Age-quantised,2
4,1.63825E+12,30/11/2021 6:27,1.63825E+12,-5,30/11/2021 1:27,60751,15,questionnaire-bi31,,17577046,5190863,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.5,Chrome 95.0.4638.69,1440x900,1440x732,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,CAB,ABC,,,,,,CAB,,,No,Gender,Female
5,1.63825E+12,30/11/2021 6:27,1.63825E+12,-5,30/11/2021 1:27,60751,15,questionnaire-bi31,,17577046,5190863,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.5,Chrome 95.0.4638.69,1440x900,1440x732,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,CAB,ABC,,,,,,CAB,,,No,Gender-quantised,2
6,1.63825E+12,30/11/2021 6:27,1.63825E+12,-5,30/11/2021 1:27,60751,15,questionnaire-bi31,,17577046,5190863,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.5,Chrome 95.0.4638.69,1440x900,1440x732,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,CAB,ABC,,,,,,CAB,,,No,seizures,1
7,1.63825E+12,30/11/2021 6:27,1.63825E+12,-5,30/11/2021 1:27,60751,15,questionnaire-bi31,,17577046,5190863,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.5,Chrome 95.0.4638.69,1440x900,1440x732,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,CAB,ABC,,,,,,CAB,,,No,consent,1
8,1.63825E+12,30/11/2021 6:27,1.63825E+12,-5,30/11/2021 1:27,60751,15,questionnaire-bi31,,17577046,5190863,,complete,,,computer,Desktop or Laptop,Mac OS 10.12.5,Chrome 95.0.4638.69,1440x900,1440x732,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,CAB,ABC,,,,,,CAB,,,No,END QUESTIONNAIRE,22329
1,1.63825E+12,30/11/2021 6:05,1.63825E+12,-5,30/11/2021 1:05,60751,15,questionnaire-bi31,,17576378,5190763,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,BEGIN QUESTIONNAIRE,
2,1.63825E+12,30/11/2021 6:06,1.63825E+12,-5,30/11/2021 1:06,60751,15,questionnaire-bi31,,17576378,5190763,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,Age,20
3,1.63825E+12,30/11/2021 6:06,1.63825E+12,-5,30/11/2021 1:06,60751,15,questionnaire-bi31,,17576378,5190763,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,Age-quantised,4
4,1.63825E+12,30/11/2021 6:06,1.63825E+12,-5,30/11/2021 1:06,60751,15,questionnaire-bi31,,17576378,5190763,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,Gender,Female
5,1.63825E+12,30/11/2021 6:06,1.63825E+12,-5,30/11/2021 1:06,60751,15,questionnaire-bi31,,17576378,5190763,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,Gender-quantised,2
6,1.63825E+12,30/11/2021 6:06,1.63825E+12,-5,30/11/2021 1:06,60751,15,questionnaire-bi31,,17576378,5190763,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,seizures,1
7,1.63825E+12,30/11/2021 6:06,1.63825E+12,-5,30/11/2021 1:06,60751,15,questionnaire-bi31,,17576378,5190763,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,consent,1
8,1.63825E+12,30/11/2021 6:06,1.63825E+12,-5,30/11/2021 1:06,60751,15,questionnaire-bi31,,17576378,5190763,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.55,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,END QUESTIONNAIRE,27149
1,1.63823E+12,30/11/2021 0:38,1.63823E+12,-5,29/11/2021 19:38,60751,15,questionnaire-bi31,,17574214,5190042,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 95.0.4638.69,1440x900,1200x699,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,ABC,ABC,ABC,,,,,No,BEGIN QUESTIONNAIRE,
2,1.63823E+12,30/11/2021 0:38,1.63823E+12,-5,29/11/2021 19:38,60751,15,questionnaire-bi31,,17574214,5190042,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 95.0.4638.69,1440x900,1200x699,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,ABC,ABC,ABC,,,,,No,Age,19
3,1.63823E+12,30/11/2021 0:38,1.63823E+12,-5,29/11/2021 19:38,60751,15,questionnaire-bi31,,17574214,5190042,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 95.0.4638.69,1440x900,1200x699,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,ABC,ABC,ABC,,,,,No,Age-quantised,3
4,1.63823E+12,30/11/2021 0:38,1.63823E+12,-5,29/11/2021 19:38,60751,15,questionnaire-bi31,,17574214,5190042,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 95.0.4638.69,1440x900,1200x699,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,ABC,ABC,ABC,,,,,No,Gender,Female
5,1.63823E+12,30/11/2021 0:38,1.63823E+12,-5,29/11/2021 19:38,60751,15,questionnaire-bi31,,17574214,5190042,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 95.0.4638.69,1440x900,1200x699,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,ABC,ABC,ABC,,,,,No,Gender-quantised,2
6,1.63823E+12,30/11/2021 0:38,1.63823E+12,-5,29/11/2021 19:38,60751,15,questionnaire-bi31,,17574214,5190042,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 95.0.4638.69,1440x900,1200x699,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,ABC,ABC,ABC,,,,,No,seizures,1
7,1.63823E+12,30/11/2021 0:38,1.63823E+12,-5,29/11/2021 19:38,60751,15,questionnaire-bi31,,17574214,5190042,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 95.0.4638.69,1440x900,1200x699,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,ABC,ABC,ABC,,,,,No,consent,1
8,1.63823E+12,30/11/2021 0:38,1.63823E+12,-5,29/11/2021 19:38,60751,15,questionnaire-bi31,,17574214,5190042,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 95.0.4638.69,1440x900,1200x699,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,ABC,ABC,ABC,,,,,No,END QUESTIONNAIRE,14575
1,1.63821E+12,29/11/2021 18:35,1.63821E+12,-5,29/11/2021 13:35,60751,15,questionnaire-bi31,,17566591,5187657,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1440x900,1365x680,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,CAB,,,,,,BCA,,,No,BEGIN QUESTIONNAIRE,
2,1.63821E+12,29/11/2021 18:35,1.63821E+12,-5,29/11/2021 13:35,60751,15,questionnaire-bi31,,17566591,5187657,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1440x900,1365x680,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,CAB,,,,,,BCA,,,No,Age,19
3,1.63821E+12,29/11/2021 18:35,1.63821E+12,-5,29/11/2021 13:35,60751,15,questionnaire-bi31,,17566591,5187657,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1440x900,1365x680,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,CAB,,,,,,BCA,,,No,Age-quantised,3
4,1.63821E+12,29/11/2021 18:35,1.63821E+12,-5,29/11/2021 13:35,60751,15,questionnaire-bi31,,17566591,5187657,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1440x900,1365x680,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,CAB,,,,,,BCA,,,No,Gender,Male
5,1.63821E+12,29/11/2021 18:35,1.63821E+12,-5,29/11/2021 13:35,60751,15,questionnaire-bi31,,17566591,5187657,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1440x900,1365x680,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,CAB,,,,,,BCA,,,No,Gender-quantised,1
6,1.63821E+12,29/11/2021 18:35,1.63821E+12,-5,29/11/2021 13:35,60751,15,questionnaire-bi31,,17566591,5187657,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1440x900,1365x680,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,CAB,,,,,,BCA,,,No,seizures,1
7,1.63821E+12,29/11/2021 18:35,1.63821E+12,-5,29/11/2021 13:35,60751,15,questionnaire-bi31,,17566591,5187657,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1440x900,1365x680,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,CAB,,,,,,BCA,,,No,consent,1
8,1.63821E+12,29/11/2021 18:35,1.63821E+12,-5,29/11/2021 13:35,60751,15,questionnaire-bi31,,17566591,5187657,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1440x900,1365x680,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,CAB,,,,,,BCA,,,No,END QUESTIONNAIRE,11555
1,1.6382E+12,29/11/2021 16:22,1.6382E+12,-5,29/11/2021 11:22,60751,15,questionnaire-bi31,,17563311,5186617,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.159,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,CAB,BCA,,,,,,,,,,,BCA,No,BEGIN QUESTIONNAIRE,
2,1.6382E+12,29/11/2021 16:23,1.6382E+12,-5,29/11/2021 11:23,60751,15,questionnaire-bi31,,17563311,5186617,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.159,1440x900,1425x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,CAB,BCA,,,,,,,,,,,BCA,No,Age,18
3,1.6382E+12,29/11/2021 16:23,1.6382E+12,-5,29/11/2021 11:23,60751,15,questionnaire-bi31,,17563311,5186617,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.159,1440x900,1425x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,CAB,BCA,,,,,,,,,,,BCA,No,Age-quantised,2
4,1.6382E+12,29/11/2021 16:23,1.6382E+12,-5,29/11/2021 11:23,60751,15,questionnaire-bi31,,17563311,5186617,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.159,1440x900,1425x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,CAB,BCA,,,,,,,,,,,BCA,No,Gender,Female
5,1.6382E+12,29/11/2021 16:23,1.6382E+12,-5,29/11/2021 11:23,60751,15,questionnaire-bi31,,17563311,5186617,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.159,1440x900,1425x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,CAB,BCA,,,,,,,,,,,BCA,No,Gender-quantised,2
6,1.6382E+12,29/11/2021 16:23,1.6382E+12,-5,29/11/2021 11:23,60751,15,questionnaire-bi31,,17563311,5186617,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.159,1440x900,1425x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,CAB,BCA,,,,,,,,,,,BCA,No,seizures,1
7,1.6382E+12,29/11/2021 16:23,1.6382E+12,-5,29/11/2021 11:23,60751,15,questionnaire-bi31,,17563311,5186617,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.159,1440x900,1425x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,CAB,BCA,,,,,,,,,,,BCA,No,consent,1
8,1.6382E+12,29/11/2021 16:23,1.6382E+12,-5,29/11/2021 11:23,60751,15,questionnaire-bi31,,17563311,5186617,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.159,1440x900,1425x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,CAB,BCA,,,,,,,,,,,BCA,No,END QUESTIONNAIRE,22884
1,1.63819E+12,29/11/2021 13:05,1.63819E+12,-5,29/11/2021 8:05,60751,15,questionnaire-bi31,,17556901,5184376,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 96.0.4664.45,1440x900,1440x788,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,BCA,,,,,,,,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.63819E+12,29/11/2021 13:05,1.63819E+12,-5,29/11/2021 8:05,60751,15,questionnaire-bi31,,17556901,5184376,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 96.0.4664.45,1440x900,1425x788,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,BCA,,,,,,,,,,,,,,,,No,Age,20
3,1.63819E+12,29/11/2021 13:05,1.63819E+12,-5,29/11/2021 8:05,60751,15,questionnaire-bi31,,17556901,5184376,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 96.0.4664.45,1440x900,1425x788,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,BCA,,,,,,,,,,,,,,,,No,Age-quantised,4
4,1.63819E+12,29/11/2021 13:05,1.63819E+12,-5,29/11/2021 8:05,60751,15,questionnaire-bi31,,17556901,5184376,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 96.0.4664.45,1440x900,1425x788,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,BCA,,,,,,,,,,,,,,,,No,Gender,Male
5,1.63819E+12,29/11/2021 13:05,1.63819E+12,-5,29/11/2021 8:05,60751,15,questionnaire-bi31,,17556901,5184376,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 96.0.4664.45,1440x900,1425x788,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,BCA,,,,,,,,,,,,,,,,No,Gender-quantised,1
6,1.63819E+12,29/11/2021 13:05,1.63819E+12,-5,29/11/2021 8:05,60751,15,questionnaire-bi31,,17556901,5184376,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 96.0.4664.45,1440x900,1425x788,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,BCA,,,,,,,,,,,,,,,,No,seizures,1
7,1.63819E+12,29/11/2021 13:05,1.63819E+12,-5,29/11/2021 8:05,60751,15,questionnaire-bi31,,17556901,5184376,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 96.0.4664.45,1440x900,1425x788,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,BCA,,,,,,,,,,,,,,,,No,consent,1
8,1.63819E+12,29/11/2021 13:05,1.63819E+12,-5,29/11/2021 8:05,60751,15,questionnaire-bi31,,17556901,5184376,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 96.0.4664.45,1440x900,1425x788,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,BCA,,,,,,,,,,,,,,,,No,END QUESTIONNAIRE,20056
1,1.63816E+12,29/11/2021 4:32,1.63816E+12,-5,28/11/2021 23:32,60751,15,questionnaire-bi31,,17546544,5181977,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1920x1080,1920x969,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,BEGIN QUESTIONNAIRE,
2,1.63816E+12,29/11/2021 4:32,1.63816E+12,-5,28/11/2021 23:32,60751,15,questionnaire-bi31,,17546544,5181977,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1920x1080,1905x969,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,Age,18
3,1.63816E+12,29/11/2021 4:32,1.63816E+12,-5,28/11/2021 23:32,60751,15,questionnaire-bi31,,17546544,5181977,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1920x1080,1905x969,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,Age-quantised,2
4,1.63816E+12,29/11/2021 4:32,1.63816E+12,-5,28/11/2021 23:32,60751,15,questionnaire-bi31,,17546544,5181977,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1920x1080,1905x969,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,Gender,Male
5,1.63816E+12,29/11/2021 4:32,1.63816E+12,-5,28/11/2021 23:32,60751,15,questionnaire-bi31,,17546544,5181977,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1920x1080,1905x969,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,Gender-quantised,1
6,1.63816E+12,29/11/2021 4:32,1.63816E+12,-5,28/11/2021 23:32,60751,15,questionnaire-bi31,,17546544,5181977,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1920x1080,1905x969,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,seizures,1
7,1.63816E+12,29/11/2021 4:32,1.63816E+12,-5,28/11/2021 23:32,60751,15,questionnaire-bi31,,17546544,5181977,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1920x1080,1905x969,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,consent,1
8,1.63816E+12,29/11/2021 4:32,1.63816E+12,-5,28/11/2021 23:32,60751,15,questionnaire-bi31,,17546544,5181977,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1920x1080,1905x969,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,END QUESTIONNAIRE,10032
1,1.63815E+12,29/11/2021 2:04,1.63815E+12,-5,28/11/2021 21:04,60751,15,questionnaire-bi31,,17545765,5181767,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,BEGIN QUESTIONNAIRE,
2,1.63815E+12,29/11/2021 2:04,1.63815E+12,-5,28/11/2021 21:04,60751,15,questionnaire-bi31,,17545765,5181767,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,Age,19
3,1.63815E+12,29/11/2021 2:04,1.63815E+12,-5,28/11/2021 21:04,60751,15,questionnaire-bi31,,17545765,5181767,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,Age-quantised,3
4,1.63815E+12,29/11/2021 2:04,1.63815E+12,-5,28/11/2021 21:04,60751,15,questionnaire-bi31,,17545765,5181767,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,Gender,Female
5,1.63815E+12,29/11/2021 2:04,1.63815E+12,-5,28/11/2021 21:04,60751,15,questionnaire-bi31,,17545765,5181767,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,Gender-quantised,2
6,1.63815E+12,29/11/2021 2:04,1.63815E+12,-5,28/11/2021 21:04,60751,15,questionnaire-bi31,,17545765,5181767,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,seizures,1
7,1.63815E+12,29/11/2021 2:04,1.63815E+12,-5,28/11/2021 21:04,60751,15,questionnaire-bi31,,17545765,5181767,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,consent,1
